      1                 1
WC    7.88992258E-06	1.35425932E-08
WC    8.46728822E-06	1.45336078E-08
WC    9.04465386E-06	1.55246223E-08
WC    9.62201951E-06	1.65156368E-08
WC    1.01993851E-05	1.75066514E-08
WC    1.03233417E-05	1.77194156E-08
WC    1.16374260E-05	1.99749649E-08
WC    1.29515103E-05	2.22305142E-08
WC    1.42655946E-05	2.44860635E-08
WC    1.55796790E-05	2.67416128E-08
WC    1.68937633E-05	2.89971621E-08
WC    1.93185192E-05	3.31591146E-08
WC    2.14811688E-05	3.68711768E-08
WC    2.36438183E-05	4.05832390E-08
WC    2.58064679E-05	4.42953012E-08
WC    2.79691175E-05	4.80073634E-08
WC    3.01479321E-05	5.17471720E-08
WC    3.28926896E-05	5.64583886E-08
WC    3.56374471E-05	6.11696053E-08
WC    3.83822046E-05	6.58808219E-08
WC    4.11269622E-05	7.05920385E-08
WC    4.37216413E-05	7.50456544E-08
WC    4.76263760E-05	8.17479044E-08
WC    5.15311108E-05	8.84501545E-08
WC    5.54358455E-05	9.51524045E-08
WC    5.93831077E-05	1.01927651E-07
WC    6.34701224E-05	1.08942774E-07
WC    6.75571371E-05	1.15957897E-07
WC    7.16441518E-05	1.22973020E-07
WC    7.98965569E-05	1.37137793E-07
WC    8.92351703E-05	1.53166980E-07
WC    9.85737836E-05	1.69196166E-07
WC    1.07346480E-04	1.84253989E-07
WC    1.15907365E-04	1.98948250E-07
WC    1.24468250E-04	2.13642511E-07
WC    1.37695992E-04	2.36347162E-07
WC    1.58600158E-04	2.72227947E-07
WC    1.79504324E-04	3.08108731E-07
WC    1.96463774E-04	3.37218642E-07
WC    2.13309703E-04	3.66133699E-07
WC    2.29635180E-04	3.94155431E-07
WC    2.81002508E-04	4.82324462E-07
WC    3.32369836E-04	5.70493492E-07
WC    3.61801430E-04	6.21011112E-07
WC    3.45650323E-04	5.93288676E-07
WC    4.63182416E-04	7.95025678E-07
WC    5.80714509E-04	9.96762679E-07
WC    4.22794813E-04	7.25702705E-07
WC    7.24038870E-04	1.24277061E-06
WC    7.10129919E-04	1.21889670E-06
WC    1.01151161E-03	1.73620084E-06
WC    9.61786914E-04	1.65085130E-06
WC    1.33424137E-03	2.29014771E-06
WC    1.30652872E-03	2.24258056E-06
WC    1.76794820E-03	3.03458026E-06
WC    1.82073052E-03	3.12517804E-06
WC    1.85497240E-03	3.18395224E-06
WC    2.14170769E-03	3.67611668E-06
WC    2.40712350E-03	4.13168749E-06
WC    2.33334825E-03	4.00505655E-06
WC    3.04827012E-03	5.23217837E-06
WC    3.10007501E-03	5.32109845E-06
WC    3.02629976E-03	5.19446752E-06
WC    3.16351994E-03	5.42999799E-06
WC    2.91457827E-03	5.00270408E-06
WC    3.26115363E-03	5.59758054E-06
WC    3.39435851E-03	5.82621895E-06
WC    3.32652627E-03	5.70978887E-06
WC    3.33031751E-03	5.71629631E-06
WC    3.35879059E-03	5.76516870E-06
WC    3.38726367E-03	5.81404109E-06
WC    3.41573676E-03	5.86291347E-06
WC    3.39030497E-03	5.81926129E-06
WC    3.37771738E-03	5.79765543E-06
WC    3.39928382E-03	5.83467296E-06
WC    3.42085025E-03	5.87169049E-06
WC    3.44241669E-03	5.90870802E-06
WC    3.44988851E-03	5.92153298E-06
WC    3.45865495E-03	5.93658006E-06
WC    3.46310092E-03	5.94421131E-06
WC    3.49651149E-03	6.00155862E-06
WC    3.52992206E-03	6.05890592E-06
WC    3.53135461E-03	6.06136480E-06
WC    3.47574941E-03	5.96592170E-06
WC    3.56373742E-03	6.11694801E-06
WC    3.65172543E-03	6.26797431E-06
WC    3.65609526E-03	6.27547487E-06
WC    3.61371843E-03	6.20273751E-06
WC    3.70829285E-03	6.36506899E-06
WC    3.80286726E-03	6.52740047E-06
WC    4.23415568E-03	7.26768196E-06
WC    3.30103034E-03	5.66602658E-06
WC    3.99297843E-03	6.85371523E-06
WC    4.09320153E-03	7.02574236E-06
WC    3.97676761E-03	6.82589030E-06
WC    4.34837895E-03	7.46373956E-06
WC    4.23826579E-03	7.27473673E-06
WC    4.50339574E-03	7.72981686E-06
WC    4.50036324E-03	7.72461176E-06
WC    4.42077735E-03	7.58800719E-06
WC    4.61348502E-03	7.91877871E-06
WC    4.72790863E-03	8.11518018E-06
WC    4.68380499E-03	8.03947885E-06
WC    4.67633508E-03	8.02665719E-06
WC    4.73132575E-03	8.12104546E-06
WC    4.78631641E-03	8.21543374E-06
WC    5.07039871E-03	8.70304449E-06
WC    4.81676032E-03	8.26768895E-06
WC    4.93746539E-03	8.47487218E-06
WC    5.01250655E-03	8.60367595E-06
WC    5.31300219E-03	9.11945924E-06
WC    5.30873827E-03	9.11214047E-06
WC    5.38671153E-03	9.24597704E-06
WC    5.62618832E-03	9.65702502E-06
WC    5.66371393E-03	9.72143555E-06
WC    5.54495524E-03	9.51759316E-06
WC    5.70435312E-03	9.79119036E-06
WC    5.70043509E-03	9.78446529E-06
WC    5.75662259E-03	9.88090786E-06
WC    5.81281009E-03	9.97735043E-06
WC    5.56468924E-03	9.55146543E-06
WC    6.02038282E-03	1.03336370E-05
WC    5.93974427E-03	1.01952256E-05
WC    5.84691269E-03	1.00358856E-05
WC    5.99986864E-03	1.02984256E-05
WC    6.08167802E-03	1.04388466E-05
WC    6.08799907E-03	1.04496963E-05
WC    6.57664326E-03	1.12884256E-05
WC    6.31243379E-03	1.08349255E-05
WC    6.48116716E-03	1.11245465E-05
WC    6.19771039E-03	1.06380094E-05
WC    6.44745827E-03	1.10666871E-05
WC    6.57668519E-03	1.12884976E-05
WC    6.46021463E-03	1.10885827E-05
WC    6.52068240E-03	1.11923721E-05
WC    6.50996341E-03	1.11739736E-05
WC    6.52807944E-03	1.12050687E-05
WC    6.52804012E-03	1.12050012E-05
WC    6.52800080E-03	1.12049337E-05
WC    6.52796148E-03	1.12048662E-05
WC    6.52792216E-03	1.12047987E-05
WC    6.52788284E-03	1.12047312E-05
WC    6.52784352E-03	1.12046637E-05
WC    6.52780420E-03	1.12045962E-05
WC    6.52776488E-03	1.12045287E-05
WC    6.52772556E-03	1.12044613E-05
WC    6.52768624E-03	1.12043938E-05
WC    6.52764692E-03	1.12043263E-05
WC    6.59277268E-03	1.13161109E-05
WC    6.59276846E-03	1.13161036E-05
WC    6.59276424E-03	1.13160964E-05
WC    6.59276002E-03	1.13160891E-05
WC    6.59275580E-03	1.13160819E-05
WC    6.59275158E-03	1.13160746E-05
WC    6.59274736E-03	1.13160674E-05
WC    6.59274314E-03	1.13160602E-05
WC    6.59273893E-03	1.13160529E-05
WC    6.59273471E-03	1.13160457E-05
WC    6.59273049E-03	1.13160384E-05
WC    6.57920218E-03	1.12928179E-05
WC    6.57508474E-03	1.12857505E-05
WC    6.57096730E-03	1.12786832E-05
WC    6.56684986E-03	1.12716158E-05
WC    6.56273242E-03	1.12645485E-05
WC    6.55861499E-03	1.12574812E-05
WC    6.55449755E-03	1.12504138E-05
WC    6.55038011E-03	1.12433465E-05
WC    6.54626267E-03	1.12362791E-05
WC    6.63565658E-03	1.13897186E-05
WC    6.63425333E-03	1.13873100E-05
WC    6.63285008E-03	1.13849014E-05
WC    6.68700292E-03	1.14778516E-05
WC    6.68604910E-03	1.14762144E-05
WC    6.68509528E-03	1.14745772E-05
WC    6.75072878E-03	1.15872333E-05
WC    6.93827299E-03	1.19091420E-05
WC    6.59279044E-03	1.13161413E-05
WC    6.59364640E-03	1.13176105E-05
WC    6.59450236E-03	1.13190797E-05
WC    6.59535832E-03	1.13205490E-05
WC    6.59621428E-03	1.13220182E-05
WC    6.59707024E-03	1.13234874E-05
WC    6.59792620E-03	1.13249566E-05
WC    6.61460785E-03	1.13535897E-05
WC    6.61320460E-03	1.13511811E-05
WC    6.61180135E-03	1.13487725E-05
WC    6.61039810E-03	1.13463639E-05
WC    6.60899486E-03	1.13439553E-05
WC    6.60759161E-03	1.13415467E-05
WC    6.60618836E-03	1.13391381E-05
WC    6.60478511E-03	1.13367295E-05
WC    6.60338186E-03	1.13343209E-05
WC    6.66697273E-03	1.14434709E-05
WC    6.66601891E-03	1.14418338E-05
WC    6.66506509E-03	1.14401966E-05
WC    6.66411127E-03	1.14385594E-05
WC    6.66315745E-03	1.14369222E-05
WC    6.71527955E-03	1.15263868E-05
WC    6.71373828E-03	1.15237413E-05
WC    7.15340137E-03	1.22783974E-05
